Full Title,Artist,Genre,Instrument,Year
Cyclone,The Vampire,Electronic / Dance,Drums,1995
30 Years to the Day,The Rock Steady Crew,Hip-Hop / Rap / R&B,Drums,2007
Gonna Let U Go,Nookie,Electronic / Dance,Drums,1995
Tag Team,Foreign Concept,Electronic / Dance,Drums,2013
Tag Team,T Man,Electronic / Dance,Drums,2013
Ocean Gang,Milo Mills,Hip-Hop / Rap / R&B,Drums,2014
Body to Body,Technotronic,Electronic / Dance,Drums,1991
Lamenting City,Axel Coon,Electronic / Dance,Multiple Elements,2004
Choose Your Enemy,Cypher (Crispin Hands),Soundtrack / Library,Drums,2000
Burnout 2099,HomeSick,Electronic / Dance,Multiple Elements,2019
Don't Be Afraid,E.Kude,Electronic / Dance,Drums,1993
See You at the Bank,J. Albert,Electronic / Dance,Multiple Elements,2016
Wen Hasst Du Am Liebsten?,Moses Pelham,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
I Need the Green,Punchy Anderson,Hip-Hop / Rap / R&B,Multiple Elements,1990
The Way I Hurt U,John Rolodex,Electronic / Dance,Drums,2005
Snare the Blame,High Contrast,Electronic / Dance,Drums,2019
Jungle Levels,Bay B Kane,Electronic / Dance,Drums,1995
Head the Ball,EMF,Rock / Pop,Drums,1991
Cook 2,Dj Mowgly,Electronic / Dance,Drums,1994
Set It,Dream Continuum,Electronic / Dance,Multiple Elements,2012
Savage,Carta,Electronic / Dance,Vocals / Lyrics,2019
Savage,NICKTHEREAL,Electronic / Dance,Vocals / Lyrics,2019
The Future Is Dark,Red Light,Electronic / Dance,Drums,1996
Bump_Groove,Dolphin (UK Hardcore),Electronic / Dance,Drums,2023
Freestyle 4 Remix,LSDXOXO,Electronic / Dance,Drums,2016
Light of the Unknown,FFF (2),Electronic / Dance,Drums,2019
Moonstompin',Bass Hit,Electronic / Dance,Vocals / Lyrics,2000
Push the Feeling On,DJ Kone,Electronic / Dance,Drums,2018
Push the Feeling On,Marc Palacios,Electronic / Dance,Drums,2018
Floor Dem,Caspa,Electronic / Dance,Multiple Elements,2008
Undeniable,Amerigo Gazaway,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Ain't Nobody Better (Video Version),Yo-Yo,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
The Lightning,Studio Pressure,Electronic / Dance,Drums,1994
Who's on the Turntables,LF Peee,Hip-Hop / Rap / R&B,Vocals / Lyrics,1997
EZ Dem,Setwon,Electronic / Dance,Drums,2021
Deeper and Deeper,Coco Bryce,Electronic / Dance,Drums,2015
Tomorrow World,Squarepusher,Electronic / Dance,Drums,1999
Cool Intentions,Mary Droppinz,Electronic / Dance,Multiple Elements,2022
Massacre,Rockwell Noel,Hip-Hop / Rap / R&B,Drums,1989
Massacre,The Poet,Hip-Hop / Rap / R&B,Drums,1989
This Is for the Convicts,Convicts,Hip-Hop / Rap / R&B,Drums,1991
A1 (EP I),Bassbin Twins,Electronic / Dance,Vocals / Lyrics,1992
That's the Way It Is,Adventures of Stevie V,Electronic / Dance,Drums,1990
Cannan Land,DJ Ron,Electronic / Dance,Vocals / Lyrics,1994
All the Ladies,Jaco (Jungle),Electronic / Dance,Drums,1995
Youngman,Your Planet Is Next,Electronic / Dance,Multiple Elements,2017
Sway,Drifta,Electronic / Dance,Drums,2011
Sway,Dean Case,Electronic / Dance,Drums,2011
Show Me Your Love,Euphoria (Nick Hatcher),Electronic / Dance,Drums,1994
Originate,J Majik,Electronic / Dance,Drums,2018
Originate,Sense (Drum & Bass),Electronic / Dance,Drums,2018
Como Va N.Y.?,Jazzy Mel,Hip-Hop / Rap / R&B,Drums,1991
Cold as Ice,DJ Haus,Electronic / Dance,Drums,2013
K.O.B. (Rules to This Shit),Maino,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Just Think,HP Vince,Electronic / Dance,Multiple Elements,2018
Feelings,Plug,Electronic / Dance,Drums,1996
No One Else,Prolix,Electronic / Dance,Multiple Elements,2011
No One Else,Dose,Electronic / Dance,Multiple Elements,2011
All You Wanted,Skanna,Electronic / Dance,Multiple Elements,1994
GT Turbo,Mella Dee,Electronic / Dance,Drums,2015
Money Come Up,N.D.D.,Hip-Hop / Rap / R&B,Multiple Elements,1994
Untitled (Side A),Cheddar,Electronic / Dance,Drums,1994
101 Breaks,A-Sides,Electronic / Dance,Drums,2002
Bodyguard,Jungle Neck,Electronic / Dance,Drums,1997
Uma Thurman (Remix),Fall Out Boy,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Uma Thurman (Remix),Wiz Khalifa,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
The Weekend,StreeThugs,Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
INeedU,Rockwell (Drum & Bass),Electronic / Dance,Vocals / Lyrics,2014
"Warm It Up (""Remix by David Meyer"")",Kris Kross,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
It's a Hit,Trio Connection,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
Piano Day,Eliphino,Electronic / Dance,Drums,2016
Rymezof (Daassassin),Poetic Menace,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Limit of Paradise,2 Bad Mice,Electronic / Dance,Drums,2016
The Payback Mix (Keep on Doing What You're Doing but Make It Funky),James Brown,Soul / Funk / Disco,Vocals / Lyrics,1988
The Wicketshit Will Never Die,Esham,Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
Diva (Ninajirachi Remix),Princess Nokia,Electronic / Dance,Vocals / Lyrics,2022
theBottom,theBeatBreaker,Hip-Hop / Rap / R&B,Multiple Elements,2016
theBottom,Lecrae,Hip-Hop / Rap / R&B,Multiple Elements,2016
theBottom,Derek Minor,Hip-Hop / Rap / R&B,Multiple Elements,2016
Nightfall,Whiney,Electronic / Dance,Drums,2016
Supreme Diamond D,Ultimate Force,Hip-Hop / Rap / R&B,Vocals / Lyrics,2007
Flo$$,Kai Wachi,Electronic / Dance,Vocals / Lyrics,2015
Modem,Source Direct,Electronic / Dance,Drums,1995
Evergreen,Seba,Electronic / Dance,Multiple Elements,2019
Evergreen,Robert Manos,Electronic / Dance,Multiple Elements,2019
WILD FM,Robots With Rayguns,Electronic / Dance,Multiple Elements,2016
Clean Gun,DJ Trace,Electronic / Dance,Multiple Elements,1993
Clean Gun,Ed Rush,Electronic / Dance,Multiple Elements,1993
Feel the Power,M.C. Buzz G,Electronic / Dance,Vocals / Lyrics,1990
Party Dip,DJ Yolo Bear,Electronic / Dance,Drums,2013
Hide & Seek,Commix,Electronic / Dance,Multiple Elements,2006
Shake It Up and Dance,Masterboy,Electronic / Dance,Drums,1991
Miami Arab Emirates,Burqa Boyz,Electronic / Dance,Multiple Elements,2012
Niggaz Fightin,Scottie B,Electronic / Dance,Drums,2006
Walking in the Air,X Project,Electronic / Dance,Multiple Elements,1992
Miss Balaton,Venetian Snares,Electronic / Dance,Drums,2008
Feel It,Law & Auder,Electronic / Dance,Multiple Elements,1995
Peace Sign (Ray Keith Remix),Shades of Rhythm,Electronic / Dance,Drums,1994
Lil Bear,813,Electronic / Dance,Drums,2014
Let's Dance,Quonx,Hip-Hop / Rap / R&B,Multiple Elements,1990
Let's Dance,Rokee Emcee,Hip-Hop / Rap / R&B,Multiple Elements,1990
Ginseng Smash,Stray (Drum & Bass),Electronic / Dance,Drums,2013
Hype It Up,Rob Base,Hip-Hop / Rap / R&B,Multiple Elements,1989
Last Dance,Oblivion,Electronic / Dance,Multiple Elements,1996
Everything's Gonna Be Alright (City Lick Mix),Naughty by Nature,Hip-Hop / Rap / R&B,Drums,1991
Underground Hippin,Block & Crown,Electronic / Dance,Multiple Elements,2017
On & On,Tom and Jerry,Electronic / Dance,Drums,1994
Oh Baby (Mella Dee Remix),Mak & Pasteman,Electronic / Dance,Drums,2015
Talk Like That (Dave Spoon Televized Mix),The Presets,Electronic / Dance,Drums,2008
Paper Planes (Scottie B Remix),M.I.A.,Electronic / Dance,Drums,2008
Dooms Night (Crookers Remix),Azzido Da Bass,Electronic / Dance,Drums,2008
Comin' Up,"6'1"" Dog & the City Boys",Hip-Hop / Rap / R&B,Multiple Elements,1993
Imperial March (Star Wars Mix),Midas,Electronic / Dance,Drums,1995
Confused (Hip Hop Mix),Larry Larr,Hip-Hop / Rap / R&B,Multiple Elements,1991
Membrane,Beardus,Electronic / Dance,Drums,2014
The Official Voice of Hip Hop,Simon Harris,Hip-Hop / Rap / R&B,Multiple Elements,1989
Baby It's You,Loz Contreras,Electronic / Dance,Multiple Elements,2014
Think About It,Nucleus,Electronic / Dance,Multiple Elements,2004
Think About It,Paradox,Electronic / Dance,Multiple Elements,2004
Buttercup,Physical Therapy,Electronic / Dance,Drums,2018
Salvation,SKC,Electronic / Dance,Multiple Elements,2007
Salvation,DIS,Electronic / Dance,Multiple Elements,2007
Lessons,Locksmith (Rapper),Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Lessons,Braden Blair,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
I Like the Girls,Mr. Lee (Chicago House),Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Evolution,Dylan Forbes,Electronic / Dance,Drums,2020
Energizer II (A-Side),Dave Charlesworth,Electronic / Dance,Multiple Elements,1992
The Sky,Dub FX,Hip-Hop / Rap / R&B,Drums,2013
Second Chance,Tyler Collins,Rock / Pop,Multiple Elements,1989
Ethereal Images,ASC,Electronic / Dance,Multiple Elements,2001
Awakening,The Sentinel,Electronic / Dance,Drums,1995
Info Sicko,Jesus Jones,Rock / Pop,Drums,1989
Why Did You Break My Heart,Big Fun,Rock / Pop,Vocals / Lyrics,1990
Blowout,Theory Hazit,Hip-Hop / Rap / R&B,Multiple Elements,2017
Salta,Gusto Sabroso,Electronic / Dance,Drums,2001
Really Love,Body Language,Rock / Pop,Drums,2015
Me' Israelites (Re-Vitalised Mix),Chops-EMC & Extensive,Electronic / Dance,Drums,1992
Bbrr Go Go,DJ Icee,Electronic / Dance,Vocals / Lyrics,1993
Tiempo,Natti Natasha,Hip-Hop / Rap / R&B,Vocals / Lyrics,2022
Tiempo,Wisin,Hip-Hop / Rap / R&B,Vocals / Lyrics,2022
Tiempo,Los Legendarios,Hip-Hop / Rap / R&B,Vocals / Lyrics,2022
#SuperPower (Roofeeo Remix),Ninjasonik,Hip-Hop / Rap / R&B,Drums,2011
Throwback Therapy,Fixate,Electronic / Dance,Multiple Elements,2015
Mountain Quarry,Matt Furniss,Soundtrack / Library,Drums,2000
Mountain Quarry,Chris Lamb,Soundtrack / Library,Drums,2000
Feel the Vibe,Foul Play,Electronic / Dance,Drums,1992
Pillz,Zomby,Electronic / Dance,Drums,2008
Light It Up,Hugh Hardie,Electronic / Dance,Multiple Elements,2016
Dance (The Loops of Fury Remix),Rebecca & Fiona,Electronic / Dance,Vocals / Lyrics,2012
Rated X Is 2,Rated X,Hip-Hop / Rap / R&B,Multiple Elements,1990
You Ain't Nobody,Kool Rock Steady,Electronic / Dance,Vocals / Lyrics,1989
Jam It on the Dancefloor,Unity (4),Electronic / Dance,Vocals / Lyrics,1990
Jam It on the Dancefloor,The Fresh Kid,Electronic / Dance,Vocals / Lyrics,1990
Dance Hall,Sly & Robbie,Electronic / Dance,Vocals / Lyrics,1989
Powercut II,Power Cut Crew,Electronic / Dance,Vocals / Lyrics,1990
Turn It Up,Oaktown's 3-5-7,Hip-Hop / Rap / R&B,Drums,1991
Turn It Up,Tata Vega,Hip-Hop / Rap / R&B,Drums,1991
Jukecore,Dolphin (UK Hardcore),Electronic / Dance,Multiple Elements,2023
Everybody Get Funky,North Side Production$,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Champagne and Charlie,2 Much (2),Electronic / Dance,Drums,1994
Borderline,2 Much (2),Electronic / Dance,Drums,1994
Once Bitten (Once Techno Mix),T.C. Crew,Electronic / Dance,Drums,1992
Work Is Never Over,Diplo,Electronic / Dance,Multiple Elements,2007
Remedy,Command Strange,Electronic / Dance,Multiple Elements,2015
Red AA,Mental Power,Electronic / Dance,Drums,1997
Universal Horn,JMJ & Richie,Electronic / Dance,Drums,1995
No Gravity,Gnork,Electronic / Dance,Multiple Elements,2016
It's Like Ecstasy,Pete Cannon,Electronic / Dance,Drums,2020
Konami Code,Heath McNease,Hip-Hop / Rap / R&B,Drums,2011
Konami Code,ForBeatSake,Hip-Hop / Rap / R&B,Drums,2011
Konami Code,Playdough,Hip-Hop / Rap / R&B,Drums,2011
Shut Up - the Footy’s on the Radio,TISM,Rock / Pop,Drums,1997
I Want Your Soul (Crookers Crunk Remix),Armand Van Helden,Electronic / Dance,Multiple Elements,2007
Altre Donne,AMNK,Hip-Hop / Rap / R&B,Drums,1993
Switched (DC Breaks Remix),Mindflow,Electronic / Dance,Drums,2010
Do You Wanna Acid,The Boozin' Bang 'N' Dance Crew,Electronic / Dance,Vocals / Lyrics,1989
Time Rock,Evren Omer,Electronic / Dance,Drums,1992
Time Rock,Tony Crooks,Electronic / Dance,Drums,1992
Artificial Barriers,Source Direct,Electronic / Dance,Drums,1996
Manalyze This!,Wagon Christ,Electronic / Dance,Drums,2011
Matter at Hand,2 the Top,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Mimesis,June Chikuma,Soundtrack / Library,Drums,1998
Dolce Vita,Ice MC,Electronic / Dance,Vocals / Lyrics,1990
I'm Goin' Hypa,Kish,Hip-Hop / Rap / R&B,Drums,1991
Rikers Island (Dream Mix),Spinback,Electronic / Dance,Drums,1995
Rikers Island (Dream Mix),Q Project,Electronic / Dance,Drums,1995
SleepGloss,Zolaa,Electronic / Dance,Drums,2014
Havin' a Good Time,King Bee,Hip-Hop / Rap / R&B,Drums,1990
Olé Olé Olé / M.C. Rapper,Jazzy Mel,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Never (Asa & Sorrow Remix),Phonat,Electronic / Dance,Multiple Elements,2014
To Tha Rescue,D-Nice,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
The Woman in Me,Silk Tymes Leather,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
NRG,Kan Takahiko,Electronic / Dance,Multiple Elements,2015
NRG (Masayoshi Iimori Remix),Kan Takahiko,Electronic / Dance,Drums,2015
You Can't Deal,Top Choice Clique,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Bra,The Dismemberment Plan,Rock / Pop,Vocals / Lyrics,1997
Anomaly,Noisia,Electronic / Dance,Drums,2017
Boneville Occident,Squarepusher,Electronic / Dance,Drums,2001
If You Can Drum Too,Debbie D,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Imagination,Nebula,Electronic / Dance,Drums,2016
Next 2 Me,Charly Lownoise,Electronic / Dance,Multiple Elements,1998
Next 2 Me,Mental Theo,Electronic / Dance,Multiple Elements,1998
Mr. Fix It,Prisoner,Electronic / Dance,Drums,1995
You and Me,DJ Seduction,Electronic / Dance,Drums,1992
He Works,DC Talk,Gospel,Vocals / Lyrics,1990
Dance Computer One,Deejays United,Electronic / Dance,Vocals / Lyrics,1990
Rhythm Algorithm,Fantastic Man,Electronic / Dance,Drums,2017
Set It Off,Inner City Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Someone Else (Demo),TV Girl,Rock / Pop,Multiple Elements,2015
B.Boys Breakdance Forever,Jeep Beat Collective,Hip-Hop / Rap / R&B,Drums,1995
You Can Make Me Feel Good,Twenty 4 Seven,Electronic / Dance,Vocals / Lyrics,1990
"Dix, Neuf, Huit,...",Benny B,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Check Out the Bass Bass,Rhythm Section,Electronic / Dance,Drums,1991
Whilst You Were,Total Science,Electronic / Dance,Multiple Elements,2011
Whilst You Were,S.P.Y,Electronic / Dance,Multiple Elements,2011
Say It,Thandi Phoenix,Electronic / Dance,Drums,2019
Say It,Sigma,Electronic / Dance,Drums,2019
Catbug,DZA,Electronic / Dance,Drums,2014
Mi Novio Es Un Zombie,The Sacados,Electronic / Dance,Vocals / Lyrics,1992
Bust the New Jam,Law & Auder,Electronic / Dance,Drums,1995
Yeah,Silvestre (Uk),Electronic / Dance,Drums,2019
Ritmo De La Noche Noventa (Big Beat Live),The Sacados,Rock / Pop,Vocals / Lyrics,1990
Intothe90s,Sportsmen,Electronic / Dance,Vocals / Lyrics,2016
Hack the Club,Ducky,Electronic / Dance,Drums,2016
Hack the Club,Snappy Jit,Electronic / Dance,Drums,2016
Check the Beat,Captain Hollywood,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Life Funk,Ceephax Acid Crew,Electronic / Dance,Drums,2010
Time to Make the Floor Burn,Todd 1,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Who're You Fucking With,Innerchild,Electronic / Dance,Drums,1995
Parce Qu'On Est Jeunes (House Mix),Benny B,Hip-Hop / Rap / R&B,Drums,1991
Over There,Chromatic,Electronic / Dance,Multiple Elements,2016
Negro Wit' an Ego,Salt-N-Pepa,Hip-Hop / Rap / R&B,Drums,1990
Believe In,Ironik (Breakbeat),Electronic / Dance,Drums,1993
Kaplaarzen,Dingetje,Electronic / Dance,Vocals / Lyrics,1992
Hold You (Toddla T Remix),Gyptian,Reggae / Dub,Multiple Elements,2010
Hold You (Toddla T Remix),D Double E,Reggae / Dub,Multiple Elements,2010
Nuff Music,Om Unit,Electronic / Dance,Drums,2014
Nuff Music,Moresounds,Electronic / Dance,Drums,2014
Fist of Fury,Sky Joose,Electronic / Dance,Drums,1994
Don't Dis,Sherlock Dreadlock,Electronic / Dance,Drums,1995
Rough Nigga Gettin' Busy,Poison Clan,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Voodoo Child (Poor in N.Y. Mix),Voodoo Child,Electronic / Dance,Multiple Elements,1991
Triple Tongue,The Legend Lady J,Hip-Hop / Rap / R&B,Vocals / Lyrics,1996
Everybody's Talking About MC Brains,MC Brains,Hip-Hop / Rap / R&B,Drums,1992
Hit Me Off (Joey Musaphia's Ultimate Anthem Mix),New Edition,Hip-Hop / Rap / R&B,Drums,1996
Me Gusta La Noche,Adrianigual,Electronic / Dance,Vocals / Lyrics,2011
Future London,Source Direct,Electronic / Dance,Drums,1994
Money for Nothing,Top Billin,Electronic / Dance,Drums,2007
Too Soon (Vanic Remix),Vanic,Electronic / Dance,Vocals / Lyrics,2017
Too Soon (Vanic Remix),Maty Noyes,Electronic / Dance,Vocals / Lyrics,2017
Bumpin-N-Bumpin,4 X Sample,Electronic / Dance,Vocals / Lyrics,1990
Take Me to Heaven,Baby D,Electronic / Dance,Drums,1996
Blow,Karizma,Electronic / Dance,Drums,1994
I Need Your Love,Jinny,Electronic / Dance,Drums,1990
How It Started,DJ Pooch,Electronic / Dance,Vocals / Lyrics,1995
Hardcore Junglism,Hyped on Acid,Electronic / Dance,Drums,2019
Fakin' Like Gangsters,Luke,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Fakin' Like Gangsters,JT Money,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Promises (Edit),The Range,Electronic / Dance,Multiple Elements,2013
Better Forward,Luke Vibert,Electronic / Dance,Drums,2020
The Mash Up,The Outsider,Electronic / Dance,Multiple Elements,1996
So Good to Me (S.P.Y Remix),Chris Malinchak,Electronic / Dance,Multiple Elements,2013
Yusuri (Masayoshi Iimori Remix),Hasama,Electronic / Dance,Drums,2014
All Praise,Prince Lover Dalu,Hip-Hop / Rap / R&B,Drums,1988
Gloria,J.T. And the Big Family,Electronic / Dance,Multiple Elements,1990
Welcome to Europe,Squarepusher,Electronic / Dance,Drums,2006
Love Me Now,DJ Pooch,Electronic / Dance,Drums,1994
Love Me Now,Coulter,Electronic / Dance,Drums,1994
Shining in Da Darkness,Nookie,Electronic / Dance,Drums,1993
Turntable Scientist,The Bizzie Boyz,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Give 2 U,Huxley,Electronic / Dance,Drums,2014
Give 2 U,Femme,Electronic / Dance,Drums,2014
Hot Plate,Enei,Electronic / Dance,Multiple Elements,2014
I Didn't Mean 2 Break Your Heart,Da Youngsta's,Hip-Hop / Rap / R&B,Multiple Elements,1992
Transformed,John P. Kee,Gospel,Drums,1994
Dreamz Dub,Calibre,Electronic / Dance,Drums,2015
Anthem (The Mafia Mix),N-Joi,Electronic / Dance,Multiple Elements,1991
Shanté Gets Wicked,Roxanne Shanté,Hip-Hop / Rap / R&B,Multiple Elements,1992
コロナカ (7_7's 子ども1年ずーっと死んでないbootleg),7_7(ゴミ箱),Electronic / Dance,Drums,2022
Special Technique,Ray Keith,Electronic / Dance,Drums,1996
It's Just Funky,High Performance,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Keep You Mine (Guy Arthur Remix),NOTD,Electronic / Dance,Vocals / Lyrics,2019
Keep You Mine (Guy Arthur Remix),Shy Martin,Electronic / Dance,Vocals / Lyrics,2019
Touch Me,Law & Auder,Electronic / Dance,Vocals / Lyrics,1995
Soundboy Don't Push Your Luck (Original Clash Edit),Sully,Electronic / Dance,Drums,2014
Supplement,June Chikuma,Soundtrack / Library,Drums,1998
Fiesta Loca,M.C. Ninja,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
G-G-G-Get on Down (Daisy Mix),"Shampel ""C""",Hip-Hop / Rap / R&B,Multiple Elements,1989
You Take Me Away,Midas,Electronic / Dance,Drums,1995
You Take Me Away,Vinylgroover,Electronic / Dance,Drums,1995
Swift Lift Vocalist,Rated X,Hip-Hop / Rap / R&B,Multiple Elements,1990
The Dark Stranger,Boogie Times Tribe,Electronic / Dance,Drums,1993
Red Orange 2,Venetian Snares,Electronic / Dance,Drums,2015
12 O'Clock Drop,Asend,Electronic / Dance,Drums,1995
Check It Out,Das EFX,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
I Hate the Amen Break So Fucking Much Here's the Entirety of Amen Brother But...,Neko Girl's Litter Box,Electronic / Dance,Multiple Elements,2018
Time Starts Now,Seba,Electronic / Dance,Drums,2007
Time Starts Now,Paradox,Electronic / Dance,Drums,2007
Get on Off Yo Butt,DJ Battery Brain,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Get on Off Yo Butt,Vicious C,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Peraga Dansa,Maradong Binsar,Rock / Pop,Vocals / Lyrics,1990
Jetset,Technohead,Electronic / Dance,Drums,1994
You Ain't Shit,Tim Dog,Hip-Hop / Rap / R&B,Drums,1991
I Get Lifted,Two X Strong,Hip-Hop / Rap / R&B,Drums,1991
Ataride,Wagon Christ,Electronic / Dance,Drums,2001
My Little Beautiful,μ-Ziq,Electronic / Dance,Drums,1997
Shake the Pressure (Original Mylo Mash Up Mix),Deekline,Electronic / Dance,Drums,2011
Shake the Pressure (Original Mylo Mash Up Mix),Ed Solo,Electronic / Dance,Drums,2011
Shake the Pressure (Original Mylo Mash Up Mix),Splack Pack,Electronic / Dance,Drums,2011
Shake the Pressure (Original Mylo Mash Up Mix),Kidd Money,Electronic / Dance,Drums,2011
All Crew 'Big Up' (95 Lick),Roni Size,Electronic / Dance,Drums,1995
Ring a Ling,Inta Section,Electronic / Dance,Drums,1994
I'm Comin',Scott Down,Hip-Hop / Rap / R&B,Multiple Elements,1988
I'm Comin',DJ Sike One,Hip-Hop / Rap / R&B,Multiple Elements,1988
Untitled (LS-003),New Blood,Electronic / Dance,Drums,1994
Black,The-Dream,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Astrophobia,Tangerine Dream,Electronic / Dance,Drums,1999
Techno Doping Funk,Pira-mida Production,Electronic / Dance,Multiple Elements,2019
Open Circuit,Majistrate,Electronic / Dance,Drums,1994
Substance,Fugitive,Electronic / Dance,Drums,1994
AMICONI (Freestyle),Madame,Hip-Hop / Rap / R&B,Multiple Elements,2021
Lights Up the Darkness,T5,Electronic / Dance,Multiple Elements,2009
Lost in the Bass (Bad Boy Bill) ('89 Mix),The Bass Boyz,Electronic / Dance,Drums,1989
Lush.,Oblivion,Electronic / Dance,Multiple Elements,1995
You Want a Ride,Sky Joose,Electronic / Dance,Multiple Elements,1996
Megamix,Confetti's,Electronic / Dance,Vocals / Lyrics,1989
Readth,Waqs,Electronic / Dance,Drums,2012
Untitled A,Interplanetary Criminal,Electronic / Dance,Multiple Elements,2022
Untitled A,Dj Cosworth,Electronic / Dance,Multiple Elements,2022
