Full Title,Artist,Genre,Instrument,Year
Scythe,Bluematter,Electronic / Dance,Drums,by Bluematter (2019)
Wherkk,Vjuan Allure,Electronic / Dance,Drums,by Vjuan Allure (2015)
Falling Asleep on a Hardwood Floor With the Lights On,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Superwholockers Unite,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Sakura Sunset After School Club,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
♥she♡wants♥bbc♡but♥not♡me♥,Witchlift,Electronic / Dance,Drums,by Witchlift (2020)
Ganja,DJ Lewi,Electronic / Dance,Drums,by DJ Lewi feat. Angie Angel (1995)
Ganja,Angie Angel,Electronic / Dance,Drums,by DJ Lewi feat. Angie Angel (1995)
Untitled (61),Doge (Experimental),Electronic / Dance,Multiple Elements,by Doge (Experimental) (2022)
Feel It,Bright Light Bright Light,Electronic / Dance,Drums,by Bright Light Bright Light (2012)
Elektrisches Labyrinth,Anarchist Academy,Hip-Hop / Rap / R&B,Multiple Elements,by Anarchist Academy (1994)
Planet,Elementz of Noize,Electronic / Dance,Drums,by Elementz of Noize (1997)
Checkmate,Sully,Electronic / Dance,Drums,by Sully (2014)
Powerbookfiend,Kid606,Electronic / Dance,Drums,by Kid606 (2003)
Untitled (AA),Mystic & DJ Fire,Electronic / Dance,Drums,by Mystic & DJ Fire (1994)
Golden Eye,Raito,Electronic / Dance,Vocals / Lyrics,by Raito (2016)
A Different Story,Don Pablo's Animals,Electronic / Dance,Multiple Elements,by Don Pablo's Animals (1990)
Side B (ILL BEHAVIOUR 001),Myor,Electronic / Dance,Drums,by Myor (2019)
B-wick 2k,Farquaad,Electronic / Dance,Vocals / Lyrics,by Farquaad (2019)
Magical Digital,Rude Ass Tinker,Electronic / Dance,Drums,by Rude Ass Tinker (2003)
Skeletones,Orange Dust,Electronic / Dance,Drums,by Orange Dust (2005)
Rascal (White N3rd Remix),RMR,Electronic / Dance,Multiple Elements,by RMR (2020)
Dancers of the Stars,ARPXP,Electronic / Dance,Drums,by ARPXP (2016)
Who Gose,Law & Auder,Electronic / Dance,Drums,by Law & Auder (1995)
Summer of Pluto,Fire Flowerz,Electronic / Dance,Vocals / Lyrics,by Fire Flowerz (2009)
Imperatif,Sens Unik,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Sens Unik (2001)
Girl Jus Wan T Hav Fu,Mashiro,Electronic / Dance,Drums,by Mashiro (2022)
Interstellar Clouds,Cryogenics,Electronic / Dance,Drums,by Cryogenics (2014)
Easy Boy,GATTÜSO,Electronic / Dance,Drums,by GATTÜSO and Liquid Todd (2018)
Easy Boy,Liquid Todd,Electronic / Dance,Drums,by GATTÜSO and Liquid Todd (2018)
Control Tower,FFF (2),Electronic / Dance,Drums,by FFF (2) (2020)
Tiger Balm,Gold Dubs,Electronic / Dance,Multiple Elements,by Gold Dubs and Euphonique (2020)
Tiger Balm,Euphonique,Electronic / Dance,Multiple Elements,by Gold Dubs and Euphonique (2020)
Champion Sound Lover,Sum,Electronic / Dance,Drums,by Sum and Left Lucas (2020)
Champion Sound Lover,Left Lucas,Electronic / Dance,Drums,by Sum and Left Lucas (2020)
Butterfly Effect,GLXY,Electronic / Dance,Drums,by GLXY (2017)
Ginger Gear,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2020)
Boof Dem,S.L.M.,Electronic / Dance,Drums,by S.L.M. (1994)
Kiki,Tiku Sens,Electronic / Dance,Drums,by Tiku Sens (2020)
Empty Bed,^_^,Electronic / Dance,Drums,by ^_^ (2021)
Halo and Hearts Floating Around Your Head,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Burning Heart,^_^,Electronic / Dance,Drums,by ^_^ (2021)
Listen to Your Heartbeat (Club Mix),Precinct 13,Electronic / Dance,Multiple Elements,by Precinct 13 (1989)
Coco Rock (Factory Hyper Mix),Jenny Rom,Electronic / Dance,Drums,by Jenny Rom (2007)
Back Track,Phobia,Electronic / Dance,Drums,by Phobia (2007)
Annexed,Gremlinz,Electronic / Dance,Drums,by Gremlinz (2007)
The Gateway,Gremlinz,Electronic / Dance,Drums,by Gremlinz (2005)
X2C,M27 Hardcore Junglist,Electronic / Dance,Drums,by M27 Hardcore Junglist (2020)
No Space,Lavery,Electronic / Dance,Drums,by Lavery (2020)
Flashback,Lavery,Electronic / Dance,Drums,by Lavery (2020)
Planet Claire,Appaloosa,Electronic / Dance,Drums,by Appaloosa (1994)
In the Shadows,ASC,Electronic / Dance,Drums,by ASC (2020)
Cook 'N' Curry,Wesley 2 Play,Electronic / Dance,Multiple Elements,by Wesley 2 Play and DJ D Lux (1997)
Cook 'N' Curry,DJ D Lux,Electronic / Dance,Multiple Elements,by Wesley 2 Play and DJ D Lux (1997)
This Lovin,DJKurara,Electronic / Dance,Drums,by DJKurara (2017)
O Fuck You My Life,DJKurara,Electronic / Dance,Drums,by DJKurara (2013)
Reason of Dance,DJKurara,Electronic / Dance,Drums,by DJKurara (2013)
The Power That's Within Me,Too Brown,Hip-Hop / Rap / R&B,Multiple Elements,by Too Brown (1989)
Terrafirma,Mark Mackenzie,Electronic / Dance,Drums,by Mark Mackenzie (2019)
Gwan,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner and Omen Breaks (2013)
Gwan,Omen Breaks,Electronic / Dance,Drums,by Dub-Liner and Omen Breaks (2013)
Do You Dream,Mike James,Electronic / Dance,Drums,by Mike James (1995)
Addiction,Red Ant,Electronic / Dance,Drums,by Red Ant (1993)
All Night Long,D'Cruze,Electronic / Dance,Drums,by D'Cruze (1995)
To the AM,Cobbie,Electronic / Dance,Drums,by Cobbie (1996)
It's Our Time,Hard & Pure,Electronic / Dance,Drums,by Hard & Pure (1993)
Melted Heart Forever and Ever,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Multiple Elements,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Asparagus Disruption Beam,Foxdye,Electronic / Dance,Drums,by Foxdye (2011)
Uprising,John Rolodex,Electronic / Dance,Drums,by John Rolodex (2019)
Madness (BCee Remix),Robert Manos,Electronic / Dance,Multiple Elements,by Robert Manos (2015)
Listen Dis,Dial-m,Electronic / Dance,Drums,by Dial-m (2014)
True Dark,Sum,Electronic / Dance,Drums,by Sum (2019)
Skyfish Forever Raver,<333x2,Electronic / Dance,Drums,by <333x2 (2022)
Jesus Was a Raver,Shitmat,Electronic / Dance,Drums,by Shitmat (2006)
Badman and Robbin,Shitmat,Electronic / Dance,Drums,by Shitmat (2006)
Dom Hates This Track,Weyheyhey !!,Electronic / Dance,Drums,by Weyheyhey !! (2012)
Original Gangstas,DJ Emerson,Electronic / Dance,Vocals / Lyrics,by DJ Emerson and DJ Mahatma (2004)
Original Gangstas,DJ Mahatma,Electronic / Dance,Vocals / Lyrics,by DJ Emerson and DJ Mahatma (2004)
I Want U,Shalamar,Hip-Hop / Rap / R&B,Multiple Elements,by Shalamar (1990)
SUMMER TIME,MAX (Band),Electronic / Dance,Vocals / Lyrics,by MAX (Band) (1996)
Vestal Waters,Sophia Loizou,Electronic / Dance,Drums,by Sophia Loizou (2020)
Ladies Tune,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2013)
Starlight,Qwiet,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Qwiet feat. Morgan Paros (2013)
Starlight,Morgan Paros,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Qwiet feat. Morgan Paros (2013)
Juicy Amen Brother,Ayane Fukumi,Electronic / Dance,Drums,by Ayane Fukumi (2019)
I.Y.L.M.,Gold Soundz,Electronic / Dance,Drums,by Gold Soundz (2020)
War Feeds Itself,Aaron Spectre,Electronic / Dance,Drums,by Aaron Spectre (2020)
Turn Up the Music,Stacey Paton,Electronic / Dance,Vocals / Lyrics,by Stacey Paton (1990)
First Light,Duburban,Electronic / Dance,Drums,by Duburban and Jahganaut (2021)
First Light,Jahganaut,Electronic / Dance,Drums,by Duburban and Jahganaut (2021)
Asgard,Shayper,Electronic / Dance,Vocals / Lyrics,by Shayper (2020)
Ruffneck Skill 5,Dr Bastardo,Electronic / Dance,Drums,by Dr Bastardo (2012)
In the Mood Part 2,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2013)
Dubplate Ruffness,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2013)
I Can Cook (Act Yo Age Remix),Grafton Primary,Electronic / Dance,Drums,by Grafton Primary (2008)
Holding on (FishStix Remix),Skanx,Electronic / Dance,Multiple Elements,by Skanx and J5 (2013)
Holding on (FishStix Remix),J5,Electronic / Dance,Multiple Elements,by Skanx and J5 (2013)
All Massive,Juic-E,Electronic / Dance,Drums,by Juic-E (2019)
Sweet Love,Rolaz,Electronic / Dance,Drums,by Rolaz (2012)
Desolate,Ben Kei,Electronic / Dance,Drums,by Ben Kei (2020)
Notas Criminales,Criminal Jazz,Jazz / Blues,Vocals / Lyrics,by Criminal Jazz feat. DJ Caso (2011)
Notas Criminales,DJ Caso,Jazz / Blues,Vocals / Lyrics,by Criminal Jazz feat. DJ Caso (2011)
Juice,Luke Vibert,Electronic / Dance,Drums,by Luke Vibert (2018)
In to Sound (Mix 1),Chatter B,Electronic / Dance,Drums,by Chatter B (1995)
3 Ways to Die,Darkseid & Junior Soprano,Electronic / Dance,Drums,by Darkseid & Junior Soprano (2017)
Haile Selassie Rules O.K.,Shitmat,Electronic / Dance,Drums,by Shitmat (2004)
It's Over,Yosh,Electronic / Dance,Drums,by Yosh (2020)
The Beat Goes Deep,Distrax,Electronic / Dance,Multiple Elements,by Distrax (2019)
Never Say Never,Ricochet,Electronic / Dance,Drums,by Ricochet (1994)
Evening_9042508,Look at the Sunset and Cry...,Electronic / Dance,Drums,by Look at the Sunset and Cry... (2017)
Terds Up Ya Rotting Beef,Passenger of Shit,Electronic / Dance,Drums,by Passenger of Shit (2007)
The Jam,1.8.7,Electronic / Dance,Drums,by 1.8.7 (1998)
The 'E',O.G. Style (Group),Hip-Hop / Rap / R&B,Vocals / Lyrics,by O.G. Style (Group) (1991)
Stand Up,On the Same Buzz,Electronic / Dance,Drums,by On the Same Buzz (1993)
97magic,Weasel_82,Electronic / Dance,Drums,by Weasel_82 (2014)
Slave of Modern Empire,Lysa,Electronic / Dance,Multiple Elements,by Lysa and Italian Terrorist (2022)
Slave of Modern Empire,Italian Terrorist,Electronic / Dance,Multiple Elements,by Lysa and Italian Terrorist (2022)
Engaged in the Break,Jil Boy,Electronic / Dance,Drums,by Jil Boy (2019)
AW SHIT NIGGA,Fuko in Da Hood,Electronic / Dance,Drums,by Fuko in Da Hood (2014)
Die Today,Nasanoa,Electronic / Dance,Drums,by Nasanoa (2021)
Bad Boy Buckeroo,Studio 2,Electronic / Dance,Drums,by Studio 2 (1994)
Augmented,Oddwin,Electronic / Dance,Vocals / Lyrics,by Oddwin feat. Troy L. and VON. (2017)
Augmented,Troy L.,Electronic / Dance,Vocals / Lyrics,by Oddwin feat. Troy L. and VON. (2017)
Augmented,VON.,Electronic / Dance,Vocals / Lyrics,by Oddwin feat. Troy L. and VON. (2017)
An Express Elevator to Hell,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Yo DJ Pump This Party,Dirty T,Electronic / Dance,Vocals / Lyrics,by Dirty T (2011)
Roach Is Burning,Gappa G & Hyper Hypa,Electronic / Dance,Drums,by Gappa G & Hyper Hypa (1994)
Let's Ave It,The Charm,Electronic / Dance,Vocals / Lyrics,by The Charm (1992)
Coke Up Nuttah,Smiley Maxx,Electronic / Dance,Drums,by Smiley Maxx (2013)
Raggas in Space (Commando Blood Fire Version),2 Minds,Electronic / Dance,Drums,by 2 Minds (1993)
The Kill,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner (2020)
Integral,Dr Bastardo,Electronic / Dance,Drums,by Dr Bastardo (2012)
Magnificent,DJ Vern,Electronic / Dance,Drums,by DJ Vern and DJ Ash (1995)
Magnificent,DJ Ash,Electronic / Dance,Drums,by DJ Vern and DJ Ash (1995)
Stretch Out (Scottie B Remix),Mista Wish,Electronic / Dance,Drums,by Mista Wish (2011)
Hypnotik,Sophia Loizou,Electronic / Dance,Drums,by Sophia Loizou (2020)
Raw to the Core,Hyped on Acid,Electronic / Dance,Drums,by Hyped on Acid (2019)
Final Conflict ('93 Dubplate Mix),Tango,Electronic / Dance,Drums,by Tango and Ratty (Hardcore Producer) (2017)
Final Conflict ('93 Dubplate Mix),Ratty (Hardcore Producer),Electronic / Dance,Drums,by Tango and Ratty (Hardcore Producer) (2017)
Junglist Massives,MC Det,Electronic / Dance,Drums,by MC Det (2020)
2093,Qant,Electronic / Dance,Drums,by Qant (2020)
Krunch's Mission,Riffz,Electronic / Dance,Drums,by Riffz (2020)
Forger,μ-Ziq,Electronic / Dance,Drums,by μ-Ziq (2015)
Frontline,Setwon,Electronic / Dance,Drums,by Setwon (2020)
Signal,Nino Brown (Drum and Bass),Electronic / Dance,Drums,by Nino Brown (Drum and Bass) (1996)
Flight Six Six Six,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2020)
Stolen Dreams,Local Group,Electronic / Dance,Drums,by Local Group (2020)
Squeeze,DJ Vern,Electronic / Dance,Drums,by DJ Vern and DJ Ash (1995)
Squeeze,DJ Ash,Electronic / Dance,Drums,by DJ Vern and DJ Ash (1995)
Sylphonia,Sophia Loizou,Electronic / Dance,Drums,by Sophia Loizou (2020)
Hegemon,Redshift,Electronic / Dance,Drums,by Redshift and DJ Problem Child (2018)
Hegemon,DJ Problem Child,Electronic / Dance,Drums,by Redshift and DJ Problem Child (2018)
Pyrotechnics at a Rave Doesn't Seem Like Brightest Idea,THM,Electronic / Dance,Drums,by THM (2019)
It's Gonna Get Rough,Nickynutz,Electronic / Dance,Drums,by Nickynutz (2020)
London Town,Nickynutz,Electronic / Dance,Drums,by Nickynutz (2020)
Coordinated Love,Thugwidow,Electronic / Dance,Drums,by Thugwidow (2020)
Hardcore,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner (2020)
Essence,Aeon Four,Electronic / Dance,Drums,by Aeon Four (2020)
Silence,Aeon Four,Electronic / Dance,Drums,by Aeon Four (2020)
Get Fly,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2020)
Ferric,Wardown,Electronic / Dance,Drums,by Wardown (2020)
Cautionary Tales,ASC,Electronic / Dance,Drums,by ASC (2020)
Playing With Chives,Running Cuts,Electronic / Dance,Drums,by Running Cuts (2009)
Medusa,F.X.,Electronic / Dance,Drums,by F.X. (2016)
TURFMASTAZ!,RQ,Electronic / Dance,Multiple Elements,by RQ feat. Emoticon (2019)
TURFMASTAZ!,Emoticon,Electronic / Dance,Multiple Elements,by RQ feat. Emoticon (2019)
Unknown Territory,Simial,Electronic / Dance,Drums,by Simial (2017)
Jack's Revival,Mr. Dress Man,Electronic / Dance,Vocals / Lyrics,by Mr. Dress Man (1998)
The Eternal Eyes of Troupe,Farquaad,Electronic / Dance,Drums,by Farquaad (2019)
The Choice,The Last Ronin,Electronic / Dance,Drums,by The Last Ronin (2021)
Gangster of Success,The Abrahammer,Rock / Pop,Multiple Elements,by The Abrahammer (2011)
Hearts and Tears,Look at the Sunset and Cry​.​.​.,Electronic / Dance,Drums,by Look at the Sunset and Cry​.​.​. (2017)
3 the Hard Way,J.V.C. F.O.R.C.E.,Hip-Hop / Rap / R&B,Drums,by J.V.C. F.O.R.C.E. (2012)
Train Ride,Departure,Electronic / Dance,Vocals / Lyrics,by Departure (2021)
Acid India,Jardin Secreto,Electronic / Dance,Drums,by Jardin Secreto (1993)
Crab Fairy,Frosty Snow,Electronic / Dance,Drums,by Frosty Snow (2015)
Off Topic,K-Chaos,Electronic / Dance,Drums,by K-Chaos (2018)
Basick (Version Elemog),Cycheouts Ghost,Electronic / Dance,Multiple Elements,by Cycheouts Ghost (2019)
Blast the Scrub,Hazo Terror Squadron,Electronic / Dance,Drums,by Hazo Terror Squadron (2002)
Shake That Ass,Armand Van Helden,Electronic / Dance,Drums,by Armand Van Helden feat. Team Facelift (2008)
Shake That Ass,Team Facelift,Electronic / Dance,Drums,by Armand Van Helden feat. Team Facelift (2008)
You Better Think,Dazzie Dee,Hip-Hop / Rap / R&B,Drums,by Dazzie Dee (1988)
Puppy,Netsky,Electronic / Dance,Drums,by Netsky (2012)
Hari Kari,Joyryde,Electronic / Dance,Vocals / Lyrics,by Joyryde (2015)
I'm the Magnificent,Special Ed,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Special Ed (1989)
We Want Some Pussy (Dicks Delight Mix),2 Live Crew,Electronic / Dance,Vocals / Lyrics,by 2 Live Crew (1988)
This Cut's Got Flavor,Latee,Hip-Hop / Rap / R&B,Multiple Elements,by Latee (1987)
A Pimp Named Slickback,LAKIM,Electronic / Dance,Drums,by LAKIM (2014)
She's Just a Tease/ Ain't We Funkin' Now,Grandmaster Flash,Hip-Hop / Rap / R&B,Multiple Elements,by Grandmaster Flash (1987)
Weekend,Scooter,Electronic / Dance,Drums,by Scooter (2003)
Beat Boy,Die Antwoord,Electronic / Dance,Vocals / Lyrics,by Die Antwoord (2009)
Alien,Sabrina Carpenter,Electronic / Dance,Vocals / Lyrics,by Sabrina Carpenter and Jonas Blue (2018)
Alien,Jonas Blue,Electronic / Dance,Vocals / Lyrics,by Sabrina Carpenter and Jonas Blue (2018)
Critical Beatdown,Ultramagnetic MC's,Hip-Hop / Rap / R&B,Multiple Elements,by Ultramagnetic MC's (1988)
N'importe Comment,The Toxic Avenger,Electronic / Dance,Drums,by The Toxic Avenger feat. Orelsan (2010)
N'importe Comment,Orelsan,Electronic / Dance,Drums,by The Toxic Avenger feat. Orelsan (2010)
L'Alizé,Alizée,Rock / Pop,Multiple Elements,by Alizée (2000)
5 Hooks,Logic,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Logic (2020)
Wild,Jessie J,Rock / Pop,Drums,by Jessie J feat. Big Sean and Dizzee Rascal (2013)
Wild,Big Sean,Rock / Pop,Drums,by Jessie J feat. Big Sean and Dizzee Rascal (2013)
Wild,Dizzee Rascal,Rock / Pop,Drums,by Jessie J feat. Big Sean and Dizzee Rascal (2013)
Pico,Kawai Sprite,Electronic / Dance,Multiple Elements,by Kawai Sprite (2020)
Ya Bad Chubbs,Chubb Rock,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Chubb Rock (1989)
Huarache Lights,Hot Chip,Electronic / Dance,Drums,by Hot Chip (2015)
Ah Yeah,EXID,Rock / Pop,Multiple Elements,by EXID (2015)
Fuji Opener,Skrillex,Electronic / Dance,Drums,by Skrillex feat. Alvin Risk (2019)
Fuji Opener,Alvin Risk,Electronic / Dance,Drums,by Skrillex feat. Alvin Risk (2019)
The Wave of the Future,Quadrophonia,Electronic / Dance,Drums,by Quadrophonia (1991)
Mellow,Netsky,Electronic / Dance,Drums,by Netsky feat. Terri Pace (2010)
Mellow,Terri Pace,Electronic / Dance,Drums,by Netsky feat. Terri Pace (2010)
Mars,Fake Blood,Electronic / Dance,Drums,by Fake Blood (2008)
Feels Good,Tony! Toni! Toné!,Hip-Hop / Rap / R&B,Drums,by Tony! Toni! Toné! (1990)
Theme From Q,Objekt,Electronic / Dance,Multiple Elements,by Objekt (2017)
Brazilian Blowjob,Mr Carmack,Electronic / Dance,Multiple Elements,by Mr Carmack (2013)
I LUV IT,PSY,Electronic / Dance,Multiple Elements,by PSY (2017)
Doo Doo Brown,2 Hyped Brothers & a Dog,Hip-Hop / Rap / R&B,Drums,by 2 Hyped Brothers & a Dog (1991)
Fool,NCT 127,Rock / Pop,Vocals / Lyrics,by NCT 127 (2019)
Yo Yo Get Funky,Fast Eddie,Electronic / Dance,Multiple Elements,by Fast Eddie (1988)
Bye Bye Baby,Madonna,Electronic / Dance,Multiple Elements,by Madonna (1992)
HUMBLE. (Skrillex Remix),Kendrick Lamar,Electronic / Dance,Drums,by Kendrick Lamar (2017)
Jenifa Taught Me (Derwin's Revenge),De La Soul,Hip-Hop / Rap / R&B,Vocals / Lyrics,by De La Soul (1989)
I Didn't Just Come Here to Dance,Carly Rae Jepsen,Electronic / Dance,Vocals / Lyrics,by Carly Rae Jepsen (2015)
You Ain't Heard Nuttin Yet,Heavy D & the Boyz,Hip-Hop / Rap / R&B,Multiple Elements,by Heavy D & the Boyz (1989)
Fire,Scooter,Electronic / Dance,Vocals / Lyrics,by Scooter (1997)
Trampoline,Kero Kero Bonito,Rock / Pop,Drums,by Kero Kero Bonito (2016)
Pay Attention,Dilated Peoples,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Dilated Peoples (2001)
Szamár Madár,Venetian Snares,Other,Vocals / Lyrics,by Venetian Snares (2005)
Go on Girl,Roxanne Shanté,Hip-Hop / Rap / R&B,Multiple Elements,by Roxanne Shanté (1988)
Terrorist,Renegade,Electronic / Dance,Drums,by Renegade feat. Ray Keith (1994)
Terrorist,Ray Keith,Electronic / Dance,Drums,by Renegade feat. Ray Keith (1994)
Use Your Love,Katy Perry,Soul / Funk / Disco,Vocals / Lyrics,by Katy Perry (2007)
Cocoa Butter Kisses (Stefan Ponce Remix),Chance the Rapper,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Chance the Rapper (2013)
S950tx16wasr10 (Earth Portal Mix),Aphex Twin,Electronic / Dance,Multiple Elements,by Aphex Twin (2014)
My Part of Town,Tuff Crew,Hip-Hop / Rap / R&B,Drums,by Tuff Crew (1988)
Shake Pt.2,IShowSpeed,Hip-Hop / Rap / R&B,Drums,by IShowSpeed (2022)
Twilight Zone,2 Unlimited,Electronic / Dance,Drums,by 2 Unlimited (1992)
Woo! Yeah!,Krispe,Electronic / Dance,Vocals / Lyrics,by Krispe (2014)
Bill Nye the Science Guy Theme,Mike Greene,Soundtrack / Library,Vocals / Lyrics,by Mike Greene (1993)
Ecifircas,Sewerslvt,Electronic / Dance,Drums,by Sewerslvt (2020)
Females (Get on Up),Cookie Crew,Hip-Hop / Rap / R&B,Drums,by Cookie Crew (1987)
Do This My Way,Kid 'N Play,Hip-Hop / Rap / R&B,Drums,by Kid 'N Play (1988)
Pump It Harder,Black Eyed Peas,Hip-Hop / Rap / R&B,Multiple Elements,by Black Eyed Peas (2009)
I'll Be There,Afrojack,Electronic / Dance,Vocals / Lyrics,by Afrojack and Gregor Salto feat. Jimbolee (2010)
I'll Be There,Gregor Salto,Electronic / Dance,Vocals / Lyrics,by Afrojack and Gregor Salto feat. Jimbolee (2010)
I'll Be There,Jimbolee,Electronic / Dance,Vocals / Lyrics,by Afrojack and Gregor Salto feat. Jimbolee (2010)
My Red Hot Car (Girl),Squarepusher,Electronic / Dance,Drums,by Squarepusher (2001)
Anasthasia,T99,Electronic / Dance,Drums,by T99 (1991)
Mr. Kill Myself,Sewerslvt,Other,Drums,by Sewerslvt (2020)
Quadrophonia (Original Remix),Quadrophonia,Electronic / Dance,Drums,by Quadrophonia (1990)
Pearl's Girl,Underworld,Electronic / Dance,Drums,by Underworld (1996)
Higher State of Consciousness (Tweekin' Acid Funk),Josh Wink,Electronic / Dance,Drums,by Josh Wink (1995)
Back by Dope Demand,King Bee,Hip-Hop / Rap / R&B,Drums,by King Bee (1990)
Burial,Leviticus,Electronic / Dance,Drums,by Leviticus (1994)
Nuclear,Destiny's Child,Hip-Hop / Rap / R&B,Drums,by Destiny's Child (2013)
No Money,Galantis,Electronic / Dance,Vocals / Lyrics,by Galantis (2016)
Later Bitches,The Prince Karma,Electronic / Dance,Vocals / Lyrics,by The Prince Karma (2018)
Motownphilly,Boyz II Men,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Boyz II Men (1991)
Let You Go,Diplo,Electronic / Dance,Multiple Elements,by Diplo and TSHA feat. Kareen Lomax (2022)
